date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:38:50	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2018%20May%202021%2004:08:53%20GMT	http://demo.createdbycocoon.com/moodle/edumy/2/pluginfile.php/152/course/overviewfiles/t4.jpg	C:/Users/Lenovo/Desktop/Edumy/demo.createdbycocoon.com/moodle/edumy/2/pluginfile.php/152/course/overviewfiles/t4.jpg	(from https://demo.createdbycocoon.com/moodle/edumy/2/course/index.php?categoryid=4)
09:38:50	94070/94070	---MCZ	200	added ('OK')	text/html	date:Tue,%2018%20May%202021%2004:08:00%20GMT	https://demo.createdbycocoon.com/moodle/edumy/2/course/view.php?id=6	C:/Users/Lenovo/Desktop/Edumy/demo.createdbycocoon.com/moodle/edumy/2/course/view3a9f.html	(from https://demo.createdbycocoon.com/moodle/edumy/2/course/index.php?categoryid=4)
09:38:51	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2018%20May%202021%2004:08:54%20GMT	http://demo.createdbycocoon.com/moodle/edumy/2/course/view.php?id=7	C:/Users/Lenovo/Desktop/Edumy/demo.createdbycocoon.com/moodle/edumy/2/course/view8803.php	(from https://demo.createdbycocoon.com/moodle/edumy/2/course/index.php?categoryid=4)
09:38:51	17666/17666	---M--	200	added ('OK')	image/jpeg	date:Fri,%2016%20Oct%202020%2002:25:04%20GMT	https://demo.createdbycocoon.com/moodle/edumy/2/pluginfile.php/152/course/overviewfiles/t4.jpg	C:/Users/Lenovo/Desktop/Edumy/demo.createdbycocoon.com/moodle/edumy/2/pluginfile.php/152/course/overviewfiles/t4.jpg	(from https://demo.createdbycocoon.com/moodle/edumy/2/course/index.php?categoryid=4)
09:38:51	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2018%20May%202021%2004:08:55%20GMT	http://demo.createdbycocoon.com/moodle/edumy/2/pluginfile.php/153/course/overviewfiles/t5.jpg	C:/Users/Lenovo/Desktop/Edumy/demo.createdbycocoon.com/moodle/edumy/2/pluginfile.php/153/course/overviewfiles/t5.jpg	(from https://demo.createdbycocoon.com/moodle/edumy/2/course/index.php?categoryid=4)
09:38:51	94121/94121	---MCZ	200	added ('OK')	text/html	date:Tue,%2018%20May%202021%2004:08:02%20GMT	https://demo.createdbycocoon.com/moodle/edumy/2/course/view.php?id=7	C:/Users/Lenovo/Desktop/Edumy/demo.createdbycocoon.com/moodle/edumy/2/course/view8803.html	(from https://demo.createdbycocoon.com/moodle/edumy/2/course/index.php?categoryid=4)
09:38:52	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2018%20May%202021%2004:08:55%20GMT	http://demo.createdbycocoon.com/moodle/edumy/2/course/view.php?id=8	C:/Users/Lenovo/Desktop/Edumy/demo.createdbycocoon.com/moodle/edumy/2/course/viewc3c9.php	(from https://demo.createdbycocoon.com/moodle/edumy/2/course/index.php?categoryid=4)
09:38:52	19958/19958	---M--	200	added ('OK')	image/jpeg	date:Fri,%2016%20Oct%202020%2002:25:03%20GMT	https://demo.createdbycocoon.com/moodle/edumy/2/pluginfile.php/153/course/overviewfiles/t5.jpg	C:/Users/Lenovo/Desktop/Edumy/demo.createdbycocoon.com/moodle/edumy/2/pluginfile.php/153/course/overviewfiles/t5.jpg	(from https://demo.createdbycocoon.com/moodle/edumy/2/course/index.php?categoryid=4)
09:38:53	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2018%20May%202021%2004:08:56%20GMT	http://demo.createdbycocoon.com/moodle/edumy/2/pluginfile.php/170/course/overviewfiles/t1.jpg	C:/Users/Lenovo/Desktop/Edumy/demo.createdbycocoon.com/moodle/edumy/2/pluginfile.php/170/course/overviewfiles/t1.jpg	(from https://demo.createdbycocoon.com/moodle/edumy/2/course/index.php?categoryid=4)
09:38:53	91872/91872	---MCZ	200	added ('OK')	text/html	date:Tue,%2018%20May%202021%2004:08:03%20GMT	https://demo.createdbycocoon.com/moodle/edumy/2/course/view.php?id=8	C:/Users/Lenovo/Desktop/Edumy/demo.createdbycocoon.com/moodle/edumy/2/course/viewc3c9.html	(from https://demo.createdbycocoon.com/moodle/edumy/2/course/index.php?categoryid=4)
09:38:54	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2018%20May%202021%2004:08:57%20GMT	http://demo.createdbycocoon.com/moodle/edumy/2/course/view.php?id=12	C:/Users/Lenovo/Desktop/Edumy/demo.createdbycocoon.com/moodle/edumy/2/course/view4ef9.php	(from https://demo.createdbycocoon.com/moodle/edumy/2/course/index.php?categoryid=4)
09:38:54	33340/33340	---M--	200	added ('OK')	image/jpeg	date:Fri,%2016%20Oct%202020%2002:25:03%20GMT	https://demo.createdbycocoon.com/moodle/edumy/2/pluginfile.php/170/course/overviewfiles/t1.jpg	C:/Users/Lenovo/Desktop/Edumy/demo.createdbycocoon.com/moodle/edumy/2/pluginfile.php/170/course/overviewfiles/t1.jpg	(from https://demo.createdbycocoon.com/moodle/edumy/2/course/index.php?categoryid=4)
